2025-09-04 02:45:40 | [INFO] device=cuda:0 ddp=True world_size=2 arch=resnet18 modality=raw
2025-09-04 02:45:40 | [INFO] GPU=NVIDIA GeForce GTX 1080 Ti CC=(6, 1)
2025-09-04 02:45:40 | [INFO] Mixed precision DISABLED (accuracy-first).
2025-09-04 06:43:53 | [04/12] step 01200/01853 loss=0.41408 | 81.8 img/s
2025-09-04 06:47:09 | [04/12] step 01300/01853 loss=0.41052 | 81.8 img/s
2025-09-04 06:50:24 | [04/12] step 01400/01853 loss=0.40460 | 81.8 img/s
2025-09-04 06:53:39 | [04/12] step 01500/01853 loss=0.40009 | 81.8 img/s
2025-09-04 06:56:55 | [04/12] step 01600/01853 loss=0.39986 | 81.9 img/s
2025-09-04 07:00:10 | [04/12] step 01700/01853 loss=0.39978 | 81.9 img/s
2025-09-04 07:03:26 | [04/12] step 01800/01853 loss=0.41230 | 81.9 img/s
2025-09-04 07:05:09 | [04/12] step 01853/01853 loss=0.40055 | 81.9 img/s
2025-09-04 07:05:54 | [VAL 04] loss=19.31710 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 07:09:10 | [05/12] step 00100/01853 loss=0.98985 | 81.7 img/s
2025-09-04 07:12:25 | [05/12] step 00200/01853 loss=0.69318 | 81.8 img/s
2025-09-04 07:15:41 | [05/12] step 00300/01853 loss=0.49716 | 81.8 img/s
2025-09-04 07:18:56 | [05/12] step 00400/01853 loss=0.42244 | 81.8 img/s
2025-09-04 07:22:12 | [05/12] step 00500/01853 loss=0.43385 | 81.8 img/s
2025-09-04 07:25:27 | [05/12] step 00600/01853 loss=0.38632 | 81.8 img/s
2025-09-04 07:28:43 | [05/12] step 00700/01853 loss=0.34664 | 81.8 img/s
2025-09-04 07:31:58 | [05/12] step 00800/01853 loss=0.34723 | 81.8 img/s
2025-09-04 07:35:13 | [05/12] step 00900/01853 loss=0.33800 | 81.8 img/s
2025-09-04 07:38:29 | [05/12] step 01000/01853 loss=0.32806 | 81.8 img/s
2025-09-04 07:41:44 | [05/12] step 01100/01853 loss=0.32701 | 81.8 img/s
2025-09-04 07:45:00 | [05/12] step 01200/01853 loss=0.33490 | 81.8 img/s
2025-09-04 07:48:15 | [05/12] step 01300/01853 loss=0.33498 | 81.8 img/s
2025-09-04 07:51:31 | [05/12] step 01400/01853 loss=0.33297 | 81.9 img/s
2025-09-04 07:54:46 | [05/12] step 01500/01853 loss=0.33141 | 81.9 img/s
2025-09-04 07:58:01 | [05/12] step 01600/01853 loss=0.33273 | 81.9 img/s
2025-09-04 08:01:17 | [05/12] step 01700/01853 loss=0.33328 | 81.9 img/s
2025-09-04 08:04:32 | [05/12] step 01800/01853 loss=0.34150 | 81.9 img/s
2025-09-04 08:06:16 | [05/12] step 01853/01853 loss=0.33178 | 81.9 img/s
2025-09-04 08:07:01 | [VAL 05] loss=17.16169 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 08:10:17 | [06/12] step 00100/01853 loss=0.76851 | 81.6 img/s
2025-09-04 08:13:32 | [06/12] step 00200/01853 loss=0.58143 | 81.7 img/s
2025-09-04 08:16:47 | [06/12] step 00300/01853 loss=0.42679 | 81.8 img/s
2025-09-04 08:20:03 | [06/12] step 00400/01853 loss=0.37571 | 81.8 img/s
2025-09-04 08:23:18 | [06/12] step 00500/01853 loss=0.39847 | 81.8 img/s
2025-09-04 08:26:34 | [06/12] step 00600/01853 loss=0.35106 | 81.8 img/s
2025-09-04 08:29:49 | [06/12] step 00700/01853 loss=0.31568 | 81.8 img/s
2025-09-04 08:33:05 | [06/12] step 00800/01853 loss=0.31449 | 81.8 img/s
2025-09-04 08:36:20 | [06/12] step 00900/01853 loss=0.30584 | 81.8 img/s
2025-09-04 08:39:36 | [06/12] step 01000/01853 loss=0.29440 | 81.8 img/s
2025-09-04 08:42:51 | [06/12] step 01100/01853 loss=0.29346 | 81.8 img/s
2025-09-04 08:46:06 | [06/12] step 01200/01853 loss=0.29297 | 81.8 img/s
2025-09-04 08:49:22 | [06/12] step 01300/01853 loss=0.28786 | 81.8 img/s
2025-09-04 08:52:37 | [06/12] step 01400/01853 loss=0.28460 | 81.8 img/s
2025-09-04 08:55:53 | [06/12] step 01500/01853 loss=0.28461 | 81.9 img/s
2025-09-04 08:59:08 | [06/12] step 01600/01853 loss=0.28766 | 81.9 img/s
